m,TagName,
"2016-11-01 00:00:00","java","15656"
"2016-11-01 00:00:00","javascript","20521"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","php","11958"
"2016-11-01 00:00:00","python","14184"
"2016-11-01 00:00:00","r","3560"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4368"
"2016-12-01 00:00:00","assembly","313"
"2016-12-01 00:00:00","c","2798"
"2016-12-01 00:00:00","c#","10688"
"2016-12-01 00:00:00","c++","5231"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13853"
"2016-12-01 00:00:00","javascript","19807"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","php","11485"
"2016-12-01 00:00:00","python","13057"
"2016-12-01 00:00:00","r","3151"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3940"
"2017-01-01 00:00:00","assembly","305"
"2017-01-01 00:00:00","c","2759"
"2017-01-01 00:00:00","c#","11697"
"2017-01-01 00:00:00","c++","5651"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14578"
"2017-01-01 00:00:00","javascript","21406"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","php","12631"
"2017-01-01 00:00:00","python","14279"
"2017-01-01 00:00:00","r","3490"
"2017-01-01 00:00:00","ruby","1822"
"2017-01-01 00:00:00","swift","4342"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2726"
"2017-02-01 00:00:00","c#","11496"
"2017-02-01 00:00:00","c++","5169"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","java","14575"
"2017-02-01 00:00:00","javascript","21186"
"2017-02-01 00:00:00","perl","402"
"2017-02-01 00:00:00","php","12510"
"2017-02-01 00:00:00","python","14779"
"2017-02-01 00:00:00","r","3679"
"2017-02-01 00:00:00","ruby","1627"
"2017-02-01 00:00:00","swift","4068"
"2017-03-01 00:00:00","assembly","374"
"2017-03-01 00:00:00","c","2971"
"2017-03-01 00:00:00","c#","12989"
"2017-03-01 00:00:00","c++","6225"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","652"
"2017-03-01 00:00:00","java","17313"
"2017-03-01 00:00:00","javascript","23714"
"2017-03-01 00:00:00","perl","412"
"2017-03-01 00:00:00","php","14075"
"2017-03-01 00:00:00","python","17130"
"2017-03-01 00:00:00","r","4602"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4622"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2856"
"2017-04-01 00:00:00","c#","11094"
"2017-04-01 00:00:00","c++","5881"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","508"
"2017-04-01 00:00:00","java","15936"
"2017-04-01 00:00:00","javascript","21243"
"2017-04-01 00:00:00","perl","371"
"2017-04-01 00:00:00","php","12429"
"2017-04-01 00:00:00","python","15650"
"2017-04-01 00:00:00","r","4264"
"2017-04-01 00:00:00","ruby","1488"
"2017-04-01 00:00:00","swift","3923"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2744"
"2017-05-01 00:00:00","c#","11984"
"2017-05-01 00:00:00","c++","5302"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","go","584"
"2017-05-01 00:00:00","java","16341"
"2017-05-01 00:00:00","javascript","22395"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","13049"
"2017-05-01 00:00:00","python","16183"
"2017-05-01 00:00:00","r","4318"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4102"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2352"
"2017-06-01 00:00:00","c#","11306"
"2017-06-01 00:00:00","c++","4689"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","go","574"
"2017-06-01 00:00:00","java","14624"
"2017-06-01 00:00:00","javascript","21592"
"2017-06-01 00:00:00","perl","315"
"2017-06-01 00:00:00","php","11765"
"2017-06-01 00:00:00","python","16028"
"2017-06-01 00:00:00","r","4450"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","swift","4205"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","c","2050"
"2017-07-01 00:00:00","c#","11209"
"2017-07-01 00:00:00","c++","5024"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","java","14149"
"2017-07-01 00:00:00","javascript","21611"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","php","11785"
"2017-07-01 00:00:00","python","16915"
"2017-07-01 00:00:00","r","4585"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4355"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c","2046"
"2017-08-01 00:00:00","c#","10953"
"2017-08-01 00:00:00","c++","4791"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","608"
"2017-08-01 00:00:00","java","13753"
"2017-08-01 00:00:00","javascript","21354"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11657"
"2017-08-01 00:00:00","python","16461"
"2017-08-01 00:00:00","r","4572"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","swift","4189"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2101"
"2017-09-01 00:00:00","c#","9874"
"2017-09-01 00:00:00","c++","4472"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12759"
"2017-09-01 00:00:00","javascript","18997"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10696"
"2017-09-01 00:00:00","python","15455"
"2017-09-01 00:00:00","r","4224"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3779"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2784"
"2017-10-01 00:00:00","c#","10234"
"2017-10-01 00:00:00","c++","5220"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","615"
"2017-10-01 00:00:00","java","14019"
"2017-10-01 00:00:00","javascript","19865"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10835"
"2017-10-01 00:00:00","python","16943"
"2017-10-01 00:00:00","r","4545"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3906"
"2017-11-01 00:00:00","assembly","383"
"2017-11-01 00:00:00","c","2955"
"2017-11-01 00:00:00","c#","9797"
"2017-11-01 00:00:00","c++","5036"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","653"
"2017-11-01 00:00:00","java","14183"
"2017-11-01 00:00:00","javascript","19414"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","php","10609"
"2017-11-01 00:00:00","python","16988"
"2017-11-01 00:00:00","r","4512"
"2017-11-01 00:00:00","ruby","1177"
"2017-11-01 00:00:00","swift","3675"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2198"
"2017-12-01 00:00:00","c#","8613"
"2017-12-01 00:00:00","c++","4460"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","527"
"2017-12-01 00:00:00","java","11983"
"2017-12-01 00:00:00","javascript","16975"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9141"
"2017-12-01 00:00:00","python","14941"
"2017-12-01 00:00:00","r","3718"
"2017-12-01 00:00:00","ruby","1021"
"2017-12-01 00:00:00","swift","3205"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","c","2219"
"2018-01-01 00:00:00","c#","9383"
"2018-01-01 00:00:00","c++","4761"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","543"
"2018-01-01 00:00:00","java","12352"
"2018-01-01 00:00:00","javascript","18908"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10128"
"2018-01-01 00:00:00","python","16245"
"2018-01-01 00:00:00","r","4198"
"2018-01-01 00:00:00","ruby","1163"
"2018-01-01 00:00:00","swift","3756"
"2018-02-01 00:00:00","assembly","283"
"2018-02-01 00:00:00","c","2147"
"2018-02-01 00:00:00","c#","8584"
"2018-02-01 00:00:00","c++","4568"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","go","582"
"2018-02-01 00:00:00","java","12035"
"2018-02-01 00:00:00","javascript","17223"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9125"
"2018-02-01 00:00:00","python","16325"
"2018-02-01 00:00:00","r","4507"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3413"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2468"
"2018-03-01 00:00:00","c#","9795"
"2018-03-01 00:00:00","c++","5187"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","606"
"2018-03-01 00:00:00","java","13571"
"2018-03-01 00:00:00","javascript","19160"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9833"
"2018-03-01 00:00:00","python","17910"
"2018-03-01 00:00:00","r","5105"
"2018-03-01 00:00:00","ruby","1062"
"2018-03-01 00:00:00","swift","4063"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2191"
"2018-04-01 00:00:00","c#","9245"
"2018-04-01 00:00:00","c++","4663"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13495"
"2018-04-01 00:00:00","javascript","17965"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8936"
"2018-04-01 00:00:00","python","16979"
"2018-04-01 00:00:00","r","4734"
"2018-04-01 00:00:00","ruby","988"
"2018-04-01 00:00:00","swift","3579"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2370"
"2018-05-01 00:00:00","c#","9931"
"2018-05-01 00:00:00","c++","4689"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","633"
"2018-05-01 00:00:00","java","13478"
"2018-05-01 00:00:00","javascript","18072"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9476"
"2018-05-01 00:00:00","python","17576"
"2018-05-01 00:00:00","r","4732"
"2018-05-01 00:00:00","ruby","1033"
"2018-05-01 00:00:00","swift","3626"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c","1835"
"2018-06-01 00:00:00","c#","8791"
"2018-06-01 00:00:00","c++","4100"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","676"
"2018-06-01 00:00:00","java","11800"
"2018-06-01 00:00:00","javascript","17190"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","php","8438"
"2018-06-01 00:00:00","python","16809"
"2018-06-01 00:00:00","r","4487"
"2018-06-01 00:00:00","ruby","991"
"2018-06-01 00:00:00","swift","3152"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1600"
"2018-07-01 00:00:00","c#","9410"
"2018-07-01 00:00:00","c++","3916"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","692"
"2018-07-01 00:00:00","java","11766"
"2018-07-01 00:00:00","javascript","17806"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","php","8563"
"2018-07-01 00:00:00","python","17931"
"2018-07-01 00:00:00","r","4406"
"2018-07-01 00:00:00","ruby","941"
"2018-07-01 00:00:00","swift","3677"
"2018-08-01 00:00:00","assembly","177"
"2018-08-01 00:00:00","c","1681"
"2018-08-01 00:00:00","c#","9486"
"2018-08-01 00:00:00","c++","3903"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","708"
"2018-08-01 00:00:00","java","11314"
"2018-08-01 00:00:00","javascript","17866"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8485"
"2018-08-01 00:00:00","python","17730"
"2018-08-01 00:00:00","r","4110"
"2018-08-01 00:00:00","ruby","880"
"2018-08-01 00:00:00","swift","3577"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c","1838"
"2018-09-01 00:00:00","c#","8358"
"2018-09-01 00:00:00","c++","3739"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","677"
"2018-09-01 00:00:00","java","10724"
"2018-09-01 00:00:00","javascript","16009"
"2018-09-01 00:00:00","perl","206"
"2018-09-01 00:00:00","php","7669"
"2018-09-01 00:00:00","python","15996"
"2018-09-01 00:00:00","r","3759"
"2018-09-01 00:00:00","ruby","778"
"2018-09-01 00:00:00","swift","3144"
"2018-10-01 00:00:00","assembly","322"
"2018-10-01 00:00:00","c","2449"
"2018-10-01 00:00:00","c#","9336"
"2018-10-01 00:00:00","c++","4312"
"2018-10-01 00:00:00","delphi","223"
"2018-10-01 00:00:00","go","793"
"2018-10-01 00:00:00","java","12501"
"2018-10-01 00:00:00","javascript","17421"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","php","8166"
"2018-10-01 00:00:00","python","18143"
"2018-10-01 00:00:00","r","4360"
"2018-10-01 00:00:00","ruby","898"
"2018-10-01 00:00:00","swift","3277"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2522"
"2018-11-01 00:00:00","c#","8478"
"2018-11-01 00:00:00","c++","4346"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","718"
"2018-11-01 00:00:00","java","11711"
"2018-11-01 00:00:00","javascript","16175"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","php","7092"
"2018-11-01 00:00:00","python","18008"
"2018-11-01 00:00:00","r","4237"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2986"
"2018-12-01 00:00:00","assembly","220"
"2018-12-01 00:00:00","c","2196"
"2018-12-01 00:00:00","c#","7551"
"2018-12-01 00:00:00","c++","3558"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","657"
"2018-12-01 00:00:00","java","10442"
"2018-12-01 00:00:00","javascript","14279"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","php","6215"
"2018-12-01 00:00:00","python","15729"
"2018-12-01 00:00:00","r","3401"
"2018-12-01 00:00:00","ruby","809"
"2018-12-01 00:00:00","swift","2787"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2288"
"2019-01-01 00:00:00","c#","8758"
"2019-01-01 00:00:00","c++","3905"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","661"
"2019-01-01 00:00:00","java","11025"
"2019-01-01 00:00:00","javascript","16015"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","php","7181"
"2019-01-01 00:00:00","python","16940"
"2019-01-01 00:00:00","r","3948"
"2019-01-01 00:00:00","ruby","917"
"2019-01-01 00:00:00","swift","2910"
"2019-02-01 00:00:00","assembly","225"
"2019-02-01 00:00:00","c","2057"
"2019-02-01 00:00:00","c#","8357"
"2019-02-01 00:00:00","c++","3735"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","go","630"
"2019-02-01 00:00:00","java","10998"
"2019-02-01 00:00:00","javascript","15696"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","php","7290"
"2019-02-01 00:00:00","python","17525"
"2019-02-01 00:00:00","r","4255"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2691"
"2019-03-01 00:00:00","assembly","274"
"2019-03-01 00:00:00","c","2385"
"2019-03-01 00:00:00","c#","8962"
"2019-03-01 00:00:00","c++","4424"
"2019-03-01 00:00:00","delphi","187"
"2019-03-01 00:00:00","go","725"
"2019-03-01 00:00:00","java","12053"
"2019-03-01 00:00:00","javascript","17323"
"2019-03-01 00:00:00","perl","232"
"2019-03-01 00:00:00","php","7791"
"2019-03-01 00:00:00","python","19897"
"2019-03-01 00:00:00","r","4493"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2956"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c","2430"
"2019-04-01 00:00:00","c#","9129"
"2019-04-01 00:00:00","c++","4376"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","652"
"2019-04-01 00:00:00","java","11173"
"2019-04-01 00:00:00","javascript","16179"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","php","7168"
"2019-04-01 00:00:00","python","19816"
"2019-04-01 00:00:00","r","4597"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3087"
"2019-05-01 00:00:00","assembly","237"
"2019-05-01 00:00:00","c","2096"
"2019-05-01 00:00:00","c#","9028"
"2019-05-01 00:00:00","c++","4125"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","674"
"2019-05-01 00:00:00","java","11102"
"2019-05-01 00:00:00","javascript","16147"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","php","6958"
"2019-05-01 00:00:00","python","18905"
"2019-05-01 00:00:00","r","4292"
"2019-05-01 00:00:00","ruby","759"
"2019-05-01 00:00:00","swift","3114"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1725"
"2019-06-01 00:00:00","c#","7607"
"2019-06-01 00:00:00","c++","3645"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","527"
"2019-06-01 00:00:00","java","9645"
"2019-06-01 00:00:00","javascript","14819"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","php","6016"
"2019-06-01 00:00:00","python","17237"
"2019-06-01 00:00:00","r","3953"
"2019-06-01 00:00:00","ruby","704"
"2019-06-01 00:00:00","swift","3096"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1757"
"2019-07-01 00:00:00","c#","8449"
"2019-07-01 00:00:00","c++","4263"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","630"
"2019-07-01 00:00:00","java","10834"
"2019-07-01 00:00:00","javascript","16152"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","php","6672"
"2019-07-01 00:00:00","python","19765"
"2019-07-01 00:00:00","r","4204"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3047"
"2019-08-01 00:00:00","assembly","167"
"2019-08-01 00:00:00","c","1555"
"2019-08-01 00:00:00","c#","7712"
"2019-08-01 00:00:00","c++","3293"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","634"
"2019-08-01 00:00:00","java","9095"
"2019-08-01 00:00:00","javascript","15226"
"2019-08-01 00:00:00","perl","194"
"2019-08-01 00:00:00","php","5816"
"2019-08-01 00:00:00","python","18046"
"2019-08-01 00:00:00","r","3953"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2552"
"2019-09-01 00:00:00","assembly","220"
"2019-09-01 00:00:00","c","2006"
"2019-09-01 00:00:00","c#","7842"
"2019-09-01 00:00:00","c++","3779"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","go","621"
"2019-09-01 00:00:00","java","9685"
"2019-09-01 00:00:00","javascript","14886"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5574"
"2019-09-01 00:00:00","python","16885"
"2019-09-01 00:00:00","r","3940"
"2019-09-01 00:00:00","ruby","718"
"2019-09-01 00:00:00","swift","2559"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2480"
"2019-10-01 00:00:00","c#","8418"
"2019-10-01 00:00:00","c++","4840"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","go","639"
"2019-10-01 00:00:00","java","11220"
"2019-10-01 00:00:00","javascript","15992"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","php","6078"
"2019-10-01 00:00:00","python","20455"
"2019-10-01 00:00:00","r","4386"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","swift","3104"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2516"
"2019-11-01 00:00:00","c#","8029"
"2019-11-01 00:00:00","c++","4732"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","go","606"
"2019-11-01 00:00:00","java","10334"
"2019-11-01 00:00:00","javascript","15754"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","php","6088"
"2019-11-01 00:00:00","python","20615"
"2019-11-01 00:00:00","r","4290"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2892"
"2019-12-01 00:00:00","assembly","247"
"2019-12-01 00:00:00","c","2149"
"2019-12-01 00:00:00","c#","7218"
"2019-12-01 00:00:00","c++","4209"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","go","618"
"2019-12-01 00:00:00","java","9043"
"2019-12-01 00:00:00","javascript","14320"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","php","5240"
"2019-12-01 00:00:00","python","18118"
"2019-12-01 00:00:00","r","3744"
"2019-12-01 00:00:00","ruby","668"
"2019-12-01 00:00:00","swift","2673"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c","2052"
"2020-01-01 00:00:00","c#","7814"
"2020-01-01 00:00:00","c++","4242"
"2020-01-01 00:00:00","delphi","165"
"2020-01-01 00:00:00","go","651"
"2020-01-01 00:00:00","java","9982"
"2020-01-01 00:00:00","javascript","16034"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5914"
"2020-01-01 00:00:00","python","19992"
"2020-01-01 00:00:00","r","4149"
"2020-01-01 00:00:00","ruby","764"
"2020-01-01 00:00:00","swift","2904"
"2020-02-01 00:00:00","assembly","272"
"2020-02-01 00:00:00","c","1987"
"2020-02-01 00:00:00","c#","7721"
"2020-02-01 00:00:00","c++","4099"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","664"
"2020-02-01 00:00:00","java","10066"
"2020-02-01 00:00:00","javascript","15763"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","php","5695"
"2020-02-01 00:00:00","python","20064"
"2020-02-01 00:00:00","r","4690"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2765"
"2020-03-01 00:00:00","assembly","295"
"2020-03-01 00:00:00","c","2492"
"2020-03-01 00:00:00","c#","7796"
"2020-03-01 00:00:00","c++","4653"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","go","654"
"2020-03-01 00:00:00","java","11081"
"2020-03-01 00:00:00","javascript","17594"
"2020-03-01 00:00:00","perl","199"
"2020-03-01 00:00:00","php","5689"
"2020-03-01 00:00:00","python","22737"
"2020-03-01 00:00:00","r","5126"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2925"
"2020-04-01 00:00:00","assembly","378"
"2020-04-01 00:00:00","c","3254"
"2020-04-01 00:00:00","c#","8596"
"2020-04-01 00:00:00","c++","6232"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","go","800"
"2020-04-01 00:00:00","java","12657"
"2020-04-01 00:00:00","javascript","20931"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6663"
"2020-04-01 00:00:00","python","27671"
"2020-04-01 00:00:00","r","6174"
"2020-04-01 00:00:00","ruby","769"
"2020-04-01 00:00:00","swift","3463"
"2020-05-01 00:00:00","assembly","355"
"2020-05-01 00:00:00","c","3379"
"2020-05-01 00:00:00","c#","8615"
"2020-05-01 00:00:00","c++","6432"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","762"
"2020-05-01 00:00:00","java","12070"
"2020-05-01 00:00:00","javascript","21513"
"2020-05-01 00:00:00","perl","215"
"2020-05-01 00:00:00","php","6558"
"2020-05-01 00:00:00","python","29507"
"2020-05-01 00:00:00","r","6015"
"2020-05-01 00:00:00","ruby","696"
"2020-05-01 00:00:00","swift","3534"
"2020-06-01 00:00:00","assembly","329"
"2020-06-01 00:00:00","c","2601"
"2020-06-01 00:00:00","c#","7912"
"2020-06-01 00:00:00","c++","5636"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","708"
"2020-06-01 00:00:00","java","10847"
"2020-06-01 00:00:00","javascript","19869"
"2020-06-01 00:00:00","perl","199"
"2020-06-01 00:00:00","php","5959"
"2020-06-01 00:00:00","python","27156"
"2020-06-01 00:00:00","r","5440"
"2020-06-01 00:00:00","ruby","615"
"2020-06-01 00:00:00","swift","3179"
"2020-07-01 00:00:00","assembly","273"
"2020-07-01 00:00:00","c","2104"
"2020-07-01 00:00:00","c#","7830"
"2020-07-01 00:00:00","c++","5176"
"2020-07-01 00:00:00","delphi","194"
"2020-07-01 00:00:00","go","646"
"2020-07-01 00:00:00","java","10480"
"2020-07-01 00:00:00","javascript","19927"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5973"
"2020-07-01 00:00:00","python","26318"
"2020-07-01 00:00:00","r","4940"
"2020-07-01 00:00:00","ruby","698"
"2020-07-01 00:00:00","swift","2998"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1899"
"2020-08-01 00:00:00","c#","7090"
"2020-08-01 00:00:00","c++","4793"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","716"
"2020-08-01 00:00:00","java","9339"
"2020-08-01 00:00:00","javascript","18088"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","5003"
"2020-08-01 00:00:00","python","23118"
"2020-08-01 00:00:00","r","4502"
"2020-08-01 00:00:00","ruby","554"
"2020-08-01 00:00:00","swift","2697"
"2020-09-01 00:00:00","assembly","296"
"2020-09-01 00:00:00","c","2173"
"2020-09-01 00:00:00","c#","6480"
"2020-09-01 00:00:00","c++","3936"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","733"
"2020-09-01 00:00:00","java","8971"
"2020-09-01 00:00:00","javascript","16810"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4800"
"2020-09-01 00:00:00","python","21814"
"2020-09-01 00:00:00","r","4767"
"2020-09-01 00:00:00","ruby","515"
"2020-09-01 00:00:00","swift","2579"
"2020-10-01 00:00:00","assembly","345"
"2020-10-01 00:00:00","c","2390"
"2020-10-01 00:00:00","c#","6214"
"2020-10-01 00:00:00","c++","4342"
"2020-10-01 00:00:00","delphi","181"
"2020-10-01 00:00:00","go","594"
"2020-10-01 00:00:00","java","8973"
"2020-10-01 00:00:00","javascript","16488"
"2020-10-01 00:00:00","perl","172"
"2020-10-01 00:00:00","php","4612"
"2020-10-01 00:00:00","python","22860"
"2020-10-01 00:00:00","r","5075"
"2020-10-01 00:00:00","ruby","495"
"2020-10-01 00:00:00","swift","2356"
"2020-11-01 00:00:00","assembly","378"
"2020-11-01 00:00:00","c","2714"
"2020-11-01 00:00:00","c#","5998"
"2020-11-01 00:00:00","c++","4344"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","540"
"2020-11-01 00:00:00","java","8525"
"2020-11-01 00:00:00","javascript","15574"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4652"
"2020-11-01 00:00:00","python","22270"
"2020-11-01 00:00:00","r","4816"
"2020-11-01 00:00:00","ruby","504"
"2020-11-01 00:00:00","swift","2180"
"2020-12-01 00:00:00","assembly","298"
